title,POLT,ALT,PALT,ETT,AET,director,year,Display
West Side Story,,,,,,Steven Spielberg,2021,"West Side Story (Steven Spielberg, 2021)"
拳銃は俺のパスポート,Koruto wa ore no pasupōto,,,A Colt Is My Passport,,Takashi Nomura,1967,"拳銃は俺のパスポート [Koruto wa ore no pasupōto] [A Colt Is My Passport] (Takashi Nomura, 1967)"
拳銃残酷物語,Kenjū zankoku monogatari,,,Cruel Gun Story,,Takumi Furukawa,1964,"拳銃残酷物語 [Kenjū zankoku monogatari] [Cruel Gun Story] (Takumi Furukawa, 1964)"
狂った一頁,Kurutta ippêji,,,A Page of Madness,,Teinosuke Kinugasa,1926,"狂った一頁 [Kurutta ippêji] [A Page of Madness] (Teinosuke Kinugasa, 1926)"
十字路,Jūjiro,,,Crossroads,,Teinosuke Kinugasa,1928,"十字路 [Jūjiro] [Crossroads] (Teinosuke Kinugasa, 1928)"
地獄門,Jigokumon,,,Gate of Hell,,Teinosuke Kinugasa,1953,"地獄門 [Jigokumon] [Gate of Hell] (Teinosuke Kinugasa, 1953)"
Porky the Rain-Maker,,,,,,Tex Avery,1936,"Porky the Rain-Maker (Tex Avery, 1936)"
I Love to Singa,,,,,,Tex Avery,1936,"I Love to Singa (Tex Avery, 1936)"
A Wild Hare,,,,,,Tex Avery,1940,"A Wild Hare (Tex Avery, 1940)"
Blitz Wolf,,,,,,Tex Avery,1942,"Blitz Wolf (Tex Avery, 1942)"
Dumb-Hounded,,,,,,Tex Avery,1943,"Dumb-Hounded (Tex Avery, 1943)"
Red Hot Riding Hood,,,,,,Tex Avery,1943,"Red Hot Riding Hood (Tex Avery, 1943)"
Who Killed Who?,,,,,,Tex Avery,1943,"Who Killed Who? (Tex Avery, 1943)"
Screwball Squirrel,,,,,,Tex Avery,1944,"Screwball Squirrel (Tex Avery, 1944)"
The Screwy Truant,,,,,,Tex Avery,1945,"The Screwy Truant (Tex Avery, 1945)"
Lonesome Lenny,,,,,,Tex Avery,1946,"Lonesome Lenny (Tex Avery, 1946)"
Northwest Hounded Police,,,,,,Tex Avery,1946,"Northwest Hounded Police (Tex Avery, 1946)"
King-Size Canary,,,,,,Tex Avery,1947,"King-Size Canary (Tex Avery, 1947)"
Uncle Tom's Cabaña,,,,,,Tex Avery,1947,"Uncle Tom's Cabaña (Tex Avery, 1947)"
The Cat That Hated People,,,,,,Tex Avery,1948,"The Cat That Hated People (Tex Avery, 1948)"
Little 'Tinker,,,,,,Tex Avery,1948,"Little 'Tinker (Tex Avery, 1948)"
Bad Luck Blackie,,,,,,Tex Avery,1949,"Bad Luck Blackie (Tex Avery, 1949)"
Little Rural Riding Hood,,,,,,Tex Avery,1949,"Little Rural Riding Hood (Tex Avery, 1949)"
Señor Droopy,,,,,,Tex Avery,1949,"Señor Droopy (Tex Avery, 1949)"
Symphony in Slang,,,,,,Tex Avery,1951,"Symphony in Slang (Tex Avery, 1951)"
Magical Maestro,,,,,,Tex Avery,1952,"Magical Maestro (Tex Avery, 1952)"
Rock-a-Bye Bear,,,,,,Tex Avery,1952,"Rock-a-Bye Bear (Tex Avery, 1952)"
The Three Little Pups,,,,,,Tex Avery,1953,"The Three Little Pups (Tex Avery, 1953)"
Dixieland Droopy,,,,,,Tex Avery,1954,"Dixieland Droopy (Tex Avery, 1954)"
The Legend of Rockabye Point,,,,,,Tex Avery,1955,"The Legend of Rockabye Point (Tex Avery, 1955)"
Deputy Droopy,,,,,,Tex Avery & Michael Lah,1955,"Deputy Droopy (Tex Avery & Michael Lah, 1955)"
錆びたナイフ,Sabita naifu,,,Rusty Knife,,Toshio Masuda,1958,"錆びたナイフ [Sabita naifu] [Rusty Knife] (Toshio Masuda, 1958)"
赤いハンカチ,Akai hankachi,,,Red Handkerchief,,Toshio Masuda,1964,"赤いハンカチ [Akai hankachi] [Red Handkerchief] (Toshio Masuda, 1964)"
紅の流れ星,Kurenai no nagareboshi,,,Crimson Comet,,Toshio Masuda,1967,"紅の流れ星 [Kurenai no nagareboshi] [Crimson Comet] (Toshio Masuda, 1967)"
さらば宇宙戦艦ヤマト　愛の戦士たち,Uchu senkan Yamato,,,Space Cruiser Yamato,,Toshio Masuda,1977,"さらば宇宙戦艦ヤマト　愛の戦士たち [Uchu senkan Yamato] [Space Cruiser Yamato] (Toshio Masuda, 1977)"
青少年哪吒,Qing shao nian nuo zha,,,Rebels of the Neon God,,Tsai Ming-liang,1992,"青少年哪吒 [Qing shao nian nuo zha] [Rebels of the Neon God] (Tsai Ming-liang, 1992)"
愛情萬歲,Ai qing wan sui,,,Vive l'amour,,Tsai Ming-liang,1994,"愛情萬歲 [Ai qing wan sui] [Vive l'amour] (Tsai Ming-liang, 1994)"
河流,Heliu,,,The River,,Tsai Ming-liang,1997,"河流 [Heliu] [The River] (Tsai Ming-liang, 1997)"
洞,Dong,,,The Hole,,Tsai Ming-liang,1998,"洞 [Dong] [The Hole] (Tsai Ming-liang, 1998)"
你那邊幾點,Ni na bian ji dian,,,What Time Is It There?,,Tsai Ming-liang,2001,"你那邊幾點 [Ni na bian ji dian] [What Time Is It There?] (Tsai Ming-liang, 2001)"
不散,Bu san,,,"Goodbye, Dragon Inn",,Tsai Ming-liang,2003,"不散 [Bu san] [Goodbye, Dragon Inn] (Tsai Ming-liang, 2003)"
天邊一朵雲,Tianbian yi duo yun,,,The Wayward Cloud,,Tsai Ming-liang,2005,"天邊一朵雲 [Tianbian yi duo yun] [The Wayward Cloud] (Tsai Ming-liang, 2005)"
黑眼圈,Heiyanquan,,,I Don't Want to Sleep Alone,,Tsai Ming-liang,2006,"黑眼圈 [Heiyanquan] [I Don't Want to Sleep Alone] (Tsai Ming-liang, 2006)"
臉,Lian,Visage,,Face,,Tsai Ming-liang,2009,"臉 [Lian] [Visage] [Face] (Tsai Ming-liang, 2009)"
行者,Jingang jing,,,Walker,,Tsai Ming-liang,2012,"行者 [Jingang jing] [Walker] (Tsai Ming-liang, 2012)"
郊遊,Jiao you,,,Stray Dogs,,Tsai Ming-liang,2013,"郊遊 [Jiao you] [Stray Dogs] (Tsai Ming-liang, 2013)"
西遊,Xi you,,,Journey to the West,,Tsai Ming-liang,2014,"西遊 [Xi you] [Journey to the West] (Tsai Ming-liang, 2014)"
日子,Rizi,,,Days,,Tsai Ming-liang,2020,"日子 [Rizi] [Days] (Tsai Ming-liang, 2020)"
蝶变,Dip bin,,,The Butterfly Murders,,Tsui Hark,1979,"蝶变 [Dip bin] [The Butterfly Murders] (Tsui Hark, 1979)"
第一類型危險,Di yi lei xing wei xian,,,Dangerous Encounters of the First Kind,,Tsui Hark,1980,"第一類型危險 [Di yi lei xing wei xian] [Dangerous Encounters of the First Kind] (Tsui Hark, 1980)"
地獄無門,Dei yuk mo moon,,,We're Going to Eat You,,Tsui Hark,1980,"地獄無門 [Dei yuk mo moon] [We're Going to Eat You] (Tsui Hark, 1980)"
新蜀山劍俠,Shu Shan - Xin Shu Shan jian ke,,,Zu: Warriors from the Magic Mountain,,Tsui Hark,1983,"新蜀山劍俠 [Shu Shan - Xin Shu Shan jian ke] [Zu: Warriors from the Magic Mountain] (Tsui Hark, 1983)"
上海之夜,Shang Hai zhi yen,,,Shanghai Blues,,Tsui Hark,1984,"上海之夜 [Shang Hai zhi yen] [Shanghai Blues] (Tsui Hark, 1984)"
刀馬旦,Dao ma dan,,,Peking Opera Blues,,Tsui Hark,1986,"刀馬旦 [Dao ma dan] [Peking Opera Blues] (Tsui Hark, 1986)"
英雄本色,Ying hung boon sik III: Zik yeung ji gor,,,A Better Tomorrow III: Love and Death in Saigon,,Tsui Hark,1989,"英雄本色 [Ying hung boon sik III: Zik yeung ji gor] [A Better Tomorrow III: Love and Death in Saigon] (Tsui Hark, 1989)"
黃飛鴻,Wong Fei Hung,,,Once Upon a Time in China,,Tsui Hark,1991,"黃飛鴻 [Wong Fei Hung] [Once Upon a Time in China] (Tsui Hark, 1991)"
黃飛鴻之二男兒當自強,Wong Fei Hung II: Nam yee tung chi keung,,,Once Upon a Time in China II,,Tsui Hark,1992,"黃飛鴻之二男兒當自強 [Wong Fei Hung II: Nam yee tung chi keung] [Once Upon a Time in China II] (Tsui Hark, 1992)"
龍行天下,Long hang tian xia,,,The Master,,Tsui Hark,1992,"龍行天下 [Long hang tian xia] [The Master] (Tsui Hark, 1992)"
青蛇,Ching se,,,Green Snake,,Tsui Hark,1993,"青蛇 [Ching se] [Green Snake] (Tsui Hark, 1993)"
黃飛鴻之三獅王爭霸,Wong Fei Hung III: Si wong jaang ba,,,Once Upon a Time in China III,,Tsui Hark,1993,"黃飛鴻之三獅王爭霸 [Wong Fei Hung III: Si wong jaang ba] [Once Upon a Time in China III] (Tsui Hark, 1993)"
黃飛鴻之五龍城殲霸,Wong Fei Hung chi neung: Lung shing chim pa,,,Once Upon a Time in China V,,Tsui Hark,1994,"黃飛鴻之五龍城殲霸 [Wong Fei Hung chi neung: Lung shing chim pa] [Once Upon a Time in China V] (Tsui Hark, 1994)"
刀,Dao,,,The Blade,,Tsui Hark,1995,"刀 [Dao] [The Blade] (Tsui Hark, 1995)"
金玉滿堂,Gam yuk moon tong,,,The Chinese Feast,,Tsui Hark,1995,"金玉滿堂 [Gam yuk moon tong] [The Chinese Feast] (Tsui Hark, 1995)"
Knock Off,,,,,,Tsui Hark,1998,"Knock Off (Tsui Hark, 1998)"
順流逆流,Shun liu ni liu,,,Time and Tide,,Tsui Hark,2000,"順流逆流 [Shun liu ni liu] [Time and Tide] (Tsui Hark, 2000)"
Madame X – Eine absolute Herrscherin,,,,Madame X: An Absolute Ruler,,Ulrike Ottinger,1978,"Madame X – Eine absolute Herrscherin [Madame X: An Absolute Ruler] (Ulrike Ottinger, 1978)"
Bildnis einer Trinkerin,,,,Ticket of No Return,,Ulrike Ottinger,1979,"Bildnis einer Trinkerin [Ticket of No Return] (Ulrike Ottinger, 1979)"
Freak Orlando,,,,,,Ulrike Ottinger,1981,"Freak Orlando (Ulrike Ottinger, 1981)"
Dorian Gray im Spiegel der Boulevardpresse,,,,Dorian Gray in the Mirror of the Yellow Press,The Image of Dorian Gray in the Yellow Press,Ulrike Ottinger,1984,"Dorian Gray im Spiegel der Boulevardpresse [Dorian Gray in the Mirror of the Yellow Press] [The Image of Dorian Gray in the Yellow Press] (Ulrike Ottinger, 1984)"
Johanna D'Arc of Mongolia,,,,Joan of Arc of Mongolia,,Ulrike Ottinger,1989,"Johanna D'Arc of Mongolia [Joan of Arc of Mongolia] (Ulrike Ottinger, 1989)"
Taiga,,,,,,Ulrike Ottinger,1992,"Taiga (Ulrike Ottinger, 1992)"
Chamissos Schatten,,,,Chamisso's Shadow,,Ulrike Ottinger,2016,"Chamissos Schatten [Chamisso's Shadow] (Ulrike Ottinger, 2016)"
O něčem jiném,,,,Something Different,,Vera Chytilová,1963,"O něčem jiném [Something Different] (Vera Chytilová, 1963)"
Sedmikrásky,,,,Daisies,,Vera Chytilová,1966,"Sedmikrásky [Daisies] (Vera Chytilová, 1966)"
Ovoce stromů rajských jíme,,,,Fruit of Paradise,,Vera Chytilová,1970,"Ovoce stromů rajských jíme [Fruit of Paradise] (Vera Chytilová, 1970)"
Hra o jablko,,,,The Apple Game,,Vera Chytilová,1977,"Hra o jablko [The Apple Game] (Vera Chytilová, 1977)"
"Praha, neklidné srdce Evropy",,,,Prague: The Restless Heart of Europe,,Vera Chytilová,1984,"Praha, neklidné srdce Evropy [Prague: The Restless Heart of Europe] (Vera Chytilová, 1984)"
"Kopytem sem, kopytem tam",,,,"A Hoof Here, A Hoof There",,Vera Chytilová,1989,"Kopytem sem, kopytem tam [A Hoof Here, A Hoof There] (Vera Chytilová, 1989)"
"Pasti, pasti, pastičky",,,,Traps,,Vera Chytilová,1998,"Pasti, pasti, pastičky [Traps] (Vera Chytilová, 1998)"
In Spring One Plants Alone,,,,,,Vincent Ward,1980,"In Spring One Plants Alone (Vincent Ward, 1980)"
Vigil,,,,,,Vincent Ward,1984,"Vigil (Vincent Ward, 1984)"
The Navigator: A Medieval Odyssey,,,,,,Vincent Ward,1988,"The Navigator: A Medieval Odyssey (Vincent Ward, 1988)"
Map of the Human Heart,,,,,,Vincent Ward,1992,"Map of the Human Heart (Vincent Ward, 1992)"
What Dreams May Come,,,,,,Vincent Ward,1998,"What Dreams May Come (Vincent Ward, 1998)"
Rain of the Children,,,,,,Vincent Ward,2008,"Rain of the Children (Vincent Ward, 2008)"
The Shakedown,,,,,,William Wyler,1929,"The Shakedown (William Wyler, 1929)"
Counsellor at Law,,,,,,William Wyler,1933,"Counsellor at Law (William Wyler, 1933)"
The Good Fairy,,,,,,William Wyler,1935,"The Good Fairy (William Wyler, 1935)"
Dodsworth,,,,,,William Wyler,1936,"Dodsworth (William Wyler, 1936)"
These Three,,,,,,William Wyler,1936,"These Three (William Wyler, 1936)"
Dead End,,,,,,William Wyler,1937,"Dead End (William Wyler, 1937)"
Jezebel,,,,,,William Wyler,1938,"Jezebel (William Wyler, 1938)"
Wuthering Heights,,,,,,William Wyler,1939,"Wuthering Heights (William Wyler, 1939)"
The Letter,,,,,,William Wyler,1940,"The Letter (William Wyler, 1940)"
The Westerner,,,,,,William Wyler,1940,"The Westerner (William Wyler, 1940)"
The Little Foxes,,,,,,William Wyler,1941,"The Little Foxes (William Wyler, 1941)"
Mrs. Miniver,,,,,,William Wyler,1942,"Mrs. Miniver (William Wyler, 1942)"
The Memphis Belle,,,,,,William Wyler,1944,"The Memphis Belle (William Wyler, 1944)"
The Best Years of Our Lives,,,,,,William Wyler,1946,"The Best Years of Our Lives (William Wyler, 1946)"
The Heiress,,,,,,William Wyler,1949,"The Heiress (William Wyler, 1949)"
Detective Story,,,,,,William Wyler,1951,"Detective Story (William Wyler, 1951)"
Carrie,,,,,,William Wyler,1952,"Carrie (William Wyler, 1952)"
Roman Holiday,,,,,,William Wyler,1953,"Roman Holiday (William Wyler, 1953)"
The Desperate Hours,,,,,,William Wyler,1955,"The Desperate Hours (William Wyler, 1955)"
Friendly Persuasion,,,,,,William Wyler,1956,"Friendly Persuasion (William Wyler, 1956)"
The Big Country,,,,,,William Wyler,1958,"The Big Country (William Wyler, 1958)"
Ben-Hur,,,,,,William Wyler,1959,"Ben-Hur (William Wyler, 1959)"
The Children's Hour,,,,,,William Wyler,1962,"The Children's Hour (William Wyler, 1962)"
The Collector,,,,,,William Wyler,1965,"The Collector (William Wyler, 1965)"
How to Steal a Million,,,,,,William Wyler,1966,"How to Steal a Million (William Wyler, 1966)"
Funny Girl,,,,,,William Wyler,1968,"Funny Girl (William Wyler, 1968)"
Take the Money and Run,,,,,,Woody Allen,1969,"Take the Money and Run (Woody Allen, 1969)"
Bananas,,,,,,Woody Allen,1971,"Bananas (Woody Allen, 1971)"
Everything You Always Wanted to Know About Sex (*But Were Afraid to Ask),,,,,,Woody Allen,1972,"Everything You Always Wanted to Know About Sex (*But Were Afraid to Ask) (Woody Allen, 1972)"
Men of Crisis: The Harvey Wallinger Story,,,,,,Woody Allen,1972,"Men of Crisis: The Harvey Wallinger Story (Woody Allen, 1972)"
Sleeper,,,,,,Woody Allen,1973,"Sleeper (Woody Allen, 1973)"
Love and Death,,,,,,Woody Allen,1975,"Love and Death (Woody Allen, 1975)"
Annie Hall,,,,,,Woody Allen,1977,"Annie Hall (Woody Allen, 1977)"
Interiors,,,,,,Woody Allen,1978,"Interiors (Woody Allen, 1978)"
Manhattan,,,,,,Woody Allen,1979,"Manhattan (Woody Allen, 1979)"
Stardust Memories,,,,,,Woody Allen,1980,"Stardust Memories (Woody Allen, 1980)"
A Midsummer Night's Sex Comedy,,,,,,Woody Allen,1982,"A Midsummer Night's Sex Comedy (Woody Allen, 1982)"
Zelig,,,,,,Woody Allen,1983,"Zelig (Woody Allen, 1983)"
Broadway Danny Rose,,,,,,Woody Allen,1984,"Broadway Danny Rose (Woody Allen, 1984)"
The Purple Rose of Cairo,,,,,,Woody Allen,1985,"The Purple Rose of Cairo (Woody Allen, 1985)"
Hannah and Her Sisters,,,,,,Woody Allen,1986,"Hannah and Her Sisters (Woody Allen, 1986)"
Radio Days,,,,,,Woody Allen,1987,"Radio Days (Woody Allen, 1987)"
September,,,,,,Woody Allen,1987,"September (Woody Allen, 1987)"
Another Woman,,,,,,Woody Allen,1988,"Another Woman (Woody Allen, 1988)"
Crimes and Misdemeanors,,,,,,Woody Allen,1989,"Crimes and Misdemeanors (Woody Allen, 1989)"
Oedipus Wrecks,,,,,,Woody Allen,1989,"Oedipus Wrecks (Woody Allen, 1989)"
Alice,,,,,,Woody Allen,1990,"Alice (Woody Allen, 1990)"
Shadows and Fog,,,,,,Woody Allen,1991,"Shadows and Fog (Woody Allen, 1991)"
Husbands and Wives,,,,,,Woody Allen,1992,"Husbands and Wives (Woody Allen, 1992)"
Manhattan Murder Mystery,,,,,,Woody Allen,1993,"Manhattan Murder Mystery (Woody Allen, 1993)"
Bullets Over Broadway,,,,,,Woody Allen,1994,"Bullets Over Broadway (Woody Allen, 1994)"
Don't Drink the Water,,,,,,Woody Allen,1994,"Don't Drink the Water (Woody Allen, 1994)"
Mighty Aphrodite,,,,,,Woody Allen,1995,"Mighty Aphrodite (Woody Allen, 1995)"
Everyone Says I Love You,,,,,,Woody Allen,1996,"Everyone Says I Love You (Woody Allen, 1996)"
Deconstructing Harry,,,,,,Woody Allen,1997,"Deconstructing Harry (Woody Allen, 1997)"
Celebrity,,,,,,Woody Allen,1998,"Celebrity (Woody Allen, 1998)"
Sweet and Lowdown,,,,,,Woody Allen,1999,"Sweet and Lowdown (Woody Allen, 1999)"
Small Time Crooks,,,,,,Woody Allen,2000,"Small Time Crooks (Woody Allen, 2000)"
The Curse of the Jade Scorpion,,,,,,Woody Allen,2001,"The Curse of the Jade Scorpion (Woody Allen, 2001)"
Sounds from a Town I Love,,,,,,Woody Allen,2001,"Sounds from a Town I Love (Woody Allen, 2001)"
Anything Else,,,,,,Woody Allen,2003,"Anything Else (Woody Allen, 2003)"
Melinda and Melinda,,,,,,Woody Allen,2004,"Melinda and Melinda (Woody Allen, 2004)"
Match Point,,,,,,Woody Allen,2005,"Match Point (Woody Allen, 2005)"
Scoop,,,,,,Woody Allen,2006,"Scoop (Woody Allen, 2006)"
Cassandra's Dream,,,,,,Woody Allen,2007,"Cassandra's Dream (Woody Allen, 2007)"
Vicky Cristina Barcelona,,,,,,Woody Allen,2008,"Vicky Cristina Barcelona (Woody Allen, 2008)"
Whatever Works,,,,,,Woody Allen,2009,"Whatever Works (Woody Allen, 2009)"
You Will Meet a Tall Dark Stranger,,,,,,Woody Allen,2010,"You Will Meet a Tall Dark Stranger (Woody Allen, 2010)"
Midnight in Paris,,,,,,Woody Allen,2011,"Midnight in Paris (Woody Allen, 2011)"
To Rome with Love,,,,,,Woody Allen,2012,"To Rome with Love (Woody Allen, 2012)"
Blue Jasmine,,,,,,Woody Allen,2013,"Blue Jasmine (Woody Allen, 2013)"
Magic in the Moonlight,,,,,,Woody Allen,2014,"Magic in the Moonlight (Woody Allen, 2014)"
Irrational Man,,,,,,Woody Allen,2015,"Irrational Man (Woody Allen, 2015)"
Café Society,,,,,,Woody Allen,2016,"Café Society (Woody Allen, 2016)"
Wonder Wheel,,,,,,Woody Allen,2017,"Wonder Wheel (Woody Allen, 2017)"
A Rainy Day in New York,,,,,,Woody Allen,2019,"A Rainy Day in New York (Woody Allen, 2019)"
落第はしたけれど,Rakudai wa shitakeredo,,,"I Flunked, But…",,Yasujirō Ozu,1930,"落第はしたけれど [Rakudai wa shitakeredo] [I Flunked, But…] (Yasujirō Ozu, 1930)"
その夜の妻,Sono yo no tsuma,,,That Night's Wife,,Yasujirō Ozu,1930,"その夜の妻 [Sono yo no tsuma] [That Night's Wife] (Yasujirō Ozu, 1930)"
朗かに歩め ,Hogaraka ni ayume,,,Walk Cheerfully,,Yasujirō Ozu,1930,"朗かに歩め  [Hogaraka ni ayume] [Walk Cheerfully] (Yasujirō Ozu, 1930)"
東京の合唱,Tōkyō no kōrasu,,,Tokyo Chorus,,Yasujirō Ozu,1931,"東京の合唱 [Tōkyō no kōrasu] [Tokyo Chorus] (Yasujirō Ozu, 1931)"
大人の見る繪本　生れてはみたけれど,Umarete wa mita keredo,,,"I Was Born, But…",,Yasujirō Ozu,1932,"大人の見る繪本　生れてはみたけれど [Umarete wa mita keredo] [I Was Born, But…] (Yasujirō Ozu, 1932)"
非常線の女,Hijōsen no onna,,,Dragnet Girl,,Yasujirō Ozu,1933,"非常線の女 [Hijōsen no onna] [Dragnet Girl] (Yasujirō Ozu, 1933)"
出来ごころ,Dekigokoro,,,Passing Fancy,,Yasujirō Ozu,1933,"出来ごころ [Dekigokoro] [Passing Fancy] (Yasujirō Ozu, 1933)"
東京の女,Tōkyō no onna,,,Woman of Tokyo,,Yasujirō Ozu,1933,"東京の女 [Tōkyō no onna] [Woman of Tokyo] (Yasujirō Ozu, 1933)"
浮草物語,Ukigusa monogatari,,,A Story of Floating Weeds,,Yasujirō Ozu,1934,"浮草物語 [Ukigusa monogatari] [A Story of Floating Weeds] (Yasujirō Ozu, 1934)"
東京の宿,Tōkyō no yado,,,An Inn in Tokyo,,Yasujirō Ozu,1935,"東京の宿 [Tōkyō no yado] [An Inn in Tokyo] (Yasujirō Ozu, 1935)"
一人息子,Hitori musuko,,,The Only Son,,Yasujirō Ozu,1936,"一人息子 [Hitori musuko] [The Only Son] (Yasujirō Ozu, 1936)"
淑女は何を忘れたか,Shukujo wa nani o wasureta ka,,,What Did the Lady Forget?,,Yasujirō Ozu,1937,"淑女は何を忘れたか [Shukujo wa nani o wasureta ka] [What Did the Lady Forget?] (Yasujirō Ozu, 1937)"
戸田家の兄妹,Todake no kyōdai,,,The Brothers and Sisters of the Toda Family,,Yasujirō Ozu,1941,"戸田家の兄妹 [Todake no kyōdai] [The Brothers and Sisters of the Toda Family] (Yasujirō Ozu, 1941)"
父ありき,Chichi ariki,,,There Was a Father,,Yasujirō Ozu,1942,"父ありき [Chichi ariki] [There Was a Father] (Yasujirō Ozu, 1942)"
長屋紳士録,Nagaya shinshiroku,,,Record of a Tenement Gentleman,The Tenement Directory,Yasujirō Ozu,1947,"長屋紳士録 [Nagaya shinshiroku] [Record of a Tenement Gentleman] [The Tenement Directory] (Yasujirō Ozu, 1947)"
風の中の牝鶏,Kaze no naka no mendori,,,A Hen in the Wind,,Yasujirō Ozu,1948,"風の中の牝鶏 [Kaze no naka no mendori] [A Hen in the Wind] (Yasujirō Ozu, 1948)"
晩春,Banshun,,,Late Spring,,Yasujirō Ozu,1949,"晩春 [Banshun] [Late Spring] (Yasujirō Ozu, 1949)"
麥秋,Bakushu,,,Early Summer,Barley Harvest Time,Yasujirō Ozu,1951,"麥秋 [Bakushu] [Early Summer] [Barley Harvest Time] (Yasujirō Ozu, 1951)"
お茶漬の味,Ochazuke no aji,,,Flavor of Green Tea Over Rice,,Yasujirō Ozu,1952,"お茶漬の味 [Ochazuke no aji] [Flavor of Green Tea Over Rice] (Yasujirō Ozu, 1952)"
東京物語,Tōkyō monogatari,,,Tokyo Story,,Yasujirō Ozu,1953,"東京物語 [Tōkyō monogatari] [Tokyo Story] (Yasujirō Ozu, 1953)"
早春,Sōshun,,,Early Spring,,Yasujirō Ozu,1956,"早春 [Sōshun] [Early Spring] (Yasujirō Ozu, 1956)"
東京暮色,Tōkyō boshoku,,,Tokyo Twilight,,Yasujirō Ozu,1957,"東京暮色 [Tōkyō boshoku] [Tokyo Twilight] (Yasujirō Ozu, 1957)"
